% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.705620357e+01 +3.705620357e+01 +1.165362036e+02 +1.165362036e+02 +8.5764e-01 +8.4505e-01 +2.4871e-01 +8.1117e-01 +6.3395e-01 +1.8457e-01 +3.2633e-01 +6.1100e-01 +5.5979e-01 +7.1372e-01
68 +2.437529794e+01 +2.437529794e+01 +1.038552979e+02 +1.038552979e+02 +4.7488e-01 +0.0000e+00 +0.0000e+00 +9.1118e-01 +0.0000e+00 +1.0000e+00 +9.6292e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.113471274e+02 +1.113471274e+02 +5.058271274e+02 +5.058271274e+02 +6.2914e-01 +8.2524e-01 +6.0709e-01 +8.1847e-01 +1.8834e-02 +6.9030e-01 +1.1253e-01 +1.4155e-01 +9.6214e-01 +6.6723e-01
4 +9.927693463e+01 +9.927693463e+01 +4.937569346e+02 +4.937569346e+02 +5.1492e-01 +5.7964e-01 +2.9200e-01 +2.5219e-01 +3.9620e-01 +3.1794e-01 +9.8817e-01 +6.6784e-01 +3.2464e-01 +5.0120e-01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.636238426e+01 +8.636238426e+01 -1.607476157e+02 -1.607476157e+02 +1.5343e-01 +8.3334e-01 +6.6545e-01 +9.2874e-01 +8.5063e-02 +9.0125e-01 +1.9139e-02 +4.6653e-01 +5.5746e-01 +5.4788e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.168752692e+01 +4.168752692e+01 -1.103524731e+02 -1.103524731e+02 +1.7094e-01 +4.4968e-01 +2.7463e-01 +3.5695e-01 +4.9119e-01 +2.5564e-01 +4.3553e-01 +3.0350e-01 +2.8052e-01 +9.6726e-01
42 +3.877193870e+01 +3.877193870e+01 -1.132680613e+02 -1.132680613e+02 +8.3426e-01 +7.5398e-01 +8.9038e-02 +1.0000e+00 +8.0728e-02 +1.5362e-01 +1.9474e-01 +0.0000e+00 +6.6777e-01 +6.6658e-01
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.560395091e+01 +4.560395091e+01 +2.035395091e+01 +2.035395091e+01 +9.6595e-01 +3.9881e-01 +2.3672e-01 +1.9524e-01 +3.3753e-01 +4.7418e-02 +2.2339e-01 +9.7392e-02 +7.7361e-01 +5.3030e-01
71 +3.915828182e+01 +3.915828182e+01 +1.390828182e+01 +1.390828182e+01 +1.0000e+00 +7.3446e-01 +0.0000e+00 +0.0000e+00 +8.7585e-01 +0.0000e+00 +5.3656e-01 +0.0000e+00 +1.0000e+00 +3.3312e-02
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.767607476e+01 +6.767607476e+01 +6.990607476e+01 +6.990607476e+01 +4.9018e-01 +4.2509e-01 +8.2589e-01 +6.3136e-01 +8.0659e-01 +3.8006e-02 +7.0005e-01 +5.7380e-01 +2.7821e-01 +6.8639e-01
