% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.851256841e+02 +3.851256841e+02 +5.342756841e+02 +5.342756841e+02 +8.9144e-01 +4.5843e-01
2 +7.056927765e+00 +7.056927765e+00 +1.562069278e+02 +1.562069278e+02 +2.8375e-01 +1.5852e-01
4 +4.404985057e+00 +4.404985057e+00 +1.535549851e+02 +1.535549851e+02 +5.1436e-01 +8.9072e-01
6 +3.427768829e+00 +3.427768829e+00 +1.525777688e+02 +1.525777688e+02 +3.8255e-01 +5.1642e-01
7 +3.287226118e-02 +3.287226118e-02 +1.491828723e+02 +1.491828723e+02 +1.1996e-01 +1.4873e-02
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.560497283e+04 +2.560497283e+04 +2.460497283e+04 +2.460497283e+04 +1.6493e-01 +2.8306e-01
2 +2.453697275e+04 +2.453697275e+04 +2.353697275e+04 +2.353697275e+04 +1.8081e-01 +7.4818e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.895884817e+02 +6.895884817e+02 +7.882084817e+02 +7.882084817e+02 +4.5341e-01 +3.3052e-01
2 +2.567294840e+02 +2.567294840e+02 +3.553494840e+02 +3.553494840e+02 +3.6460e-01 +9.6224e-01
12 +1.491107398e+02 +1.491107398e+02 +2.477307398e+02 +2.477307398e+02 +2.4356e-01 +8.3303e-01
15 +5.612434597e+01 +5.612434597e+01 +1.547443460e+02 +1.547443460e+02 +1.1744e-01 +8.0527e-01
39 +2.649392972e+01 +2.649392972e+01 +1.251139297e+02 +1.251139297e+02 +0.0000e+00 +6.0256e-01
43 +9.617149748e+00 +9.617149748e+00 +1.082371497e+02 +1.082371497e+02 +0.0000e+00 +8.1147e-01
53 +5.407391094e+00 +5.407391094e+00 +1.040273911e+02 +1.040273911e+02 +0.0000e+00 +8.9279e-01
57 +1.879271608e+00 +1.879271608e+00 +1.004992716e+02 +1.004992716e+02 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.299870933e+00 +4.299870933e+00 -4.285012907e+01 -4.285012907e+01 +2.3689e-01 +4.5657e-01
3 +4.496817658e-01 +4.496817658e-01 -4.670031823e+01 -4.670031823e+01 +2.3013e-01 +5.9811e-01
27 +2.933830147e-01 +2.933830147e-01 -4.685661699e+01 -4.685661699e+01 +1.7572e-01 +4.8724e-01
115 +2.023435653e-01 +2.023435653e-01 -4.694765643e+01 -4.694765643e+01 +0.0000e+00 +0.0000e+00
221 +1.447129350e-01 +1.447129350e-01 -4.700528706e+01 -4.700528706e+01 +4.0054e-02 +6.9131e-02
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.740199166e+02 +7.740199166e+02 +8.115399166e+02 +8.115399166e+02 +7.0916e-01 +4.1693e-01
2 +2.253662943e+02 +2.253662943e+02 +2.628862943e+02 +2.628862943e+02 +3.1623e-02 +6.3862e-01
9 +1.319024623e+02 +1.319024623e+02 +1.694224623e+02 +1.694224623e+02 +1.1153e-01 +5.4558e-02
47 +6.593318930e+01 +6.593318930e+01 +1.034531893e+02 +1.034531893e+02 +0.0000e+00 +2.3772e-02
51 +6.231518100e+01 +6.231518100e+01 +9.983518100e+01 +9.983518100e+01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.245671125e+03 +6.245671125e+03 +6.215871125e+03 +6.215871125e+03 +6.3801e-01 +1.1045e-01
3 +3.541181144e+03 +3.541181144e+03 +3.511381144e+03 +3.511381144e+03 +2.9061e-01 +2.8124e-01
14 +1.994479318e+03 +1.994479318e+03 +1.964679318e+03 +1.964679318e+03 +2.9807e-02 +5.8734e-01
52 +1.542430714e+03 +1.542430714e+03 +1.512630714e+03 +1.512630714e+03 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.456587095e+03 +4.456587095e+03 +4.537987095e+03 +4.537987095e+03 +7.9209e-01 +6.5413e-01
2 +1.107254955e+03 +1.107254955e+03 +1.188654955e+03 +1.188654955e+03 +9.7800e-02 +1.6353e-01
4 +6.711502389e+02 +6.711502389e+02 +7.525502389e+02 +7.525502389e+02 +8.8626e-02 +8.5696e-01
15 +5.350572956e+02 +5.350572956e+02 +6.164572956e+02 +6.164572956e+02 +2.7722e-02 +8.4498e-01
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.259876560e+01 +9.259876560e+01 +7.424876560e+01 +7.424876560e+01 +6.7308e-01 +2.6164e-01
2 +6.600082429e-01 +6.600082429e-01 -1.768999176e+01 -1.768999176e+01 +2.2581e-01 +8.5104e-01
13 +5.669092686e-01 +5.669092686e-01 -1.778309073e+01 -1.778309073e+01 +2.9770e-01 +8.9047e-01
63 +2.817884353e-01 +2.817884353e-01 -1.806821156e+01 -1.806821156e+01 +4.8251e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.310995628e+03 +1.310995628e+03 +1.211125628e+03 +1.211125628e+03 +8.8503e-01 +3.5329e-01
2 +8.700590782e+00 +8.700590782e+00 -9.116940922e+01 -9.116940922e+01 +3.4209e-01 +9.8333e-01
18 +2.519382719e+00 +2.519382719e+00 -9.735061728e+01 -9.735061728e+01 +2.7177e-01 +8.3420e-01
