% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.192962784e+07 +1.192962784e+07 +1.192957290e+07 +1.192957290e+07 +3.7574e-01 +5.5346e-01 +7.8770e-02 +4.4205e-01 +7.5562e-01 +7.9613e-01 +6.9042e-01 +8.7524e-01 +7.3229e-01 +3.3179e-01
13 +8.560677071e+06 +8.560677071e+06 +8.560622131e+06 +8.560622131e+06 +8.9795e-01 +2.8102e-02 +5.2554e-01 +9.3051e-01 +7.8843e-01 +7.0002e-01 +1.1613e-01 +3.8601e-01 +6.2884e-02 +1.0025e-01
95 +6.067379535e+06 +6.067379535e+06 +6.067324595e+06 +6.067324595e+06 +8.2474e-01 +3.1525e-02 +1.0000e+00 +9.5717e-01 +9.8839e-01 +9.0156e-01 +2.2516e-02 +5.7982e-01 +4.8176e-02 +1.7087e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.434296794e+06 +8.434296794e+06 +8.434355924e+06 +8.434355924e+06 +2.2131e-01 +6.9736e-01 +4.7277e-01 +2.8298e-01 +9.5892e-01 +3.7011e-02 +6.5145e-01 +2.0617e-01 +7.1188e-01 +3.8217e-01
3 +5.858499309e+06 +5.858499309e+06 +5.858558439e+06 +5.858558439e+06 +4.5605e-01 +4.1719e-01 +6.3401e-01 +3.3248e-01 +6.9665e-01 +1.3770e-02 +8.3913e-01 +8.3505e-01 +2.9928e-01 +6.0546e-01
51 +3.975276006e+06 +3.975276006e+06 +3.975335136e+06 +3.975335136e+06 +0.0000e+00 +8.8730e-01 +2.7134e-01 +9.6352e-01 +3.4522e-01 +7.2636e-01 +1.0000e+00 +8.6224e-01 +1.4108e-01 +1.0000e+00
373 +2.508069505e+06 +2.508069505e+06 +2.508128635e+06 +2.508128635e+06 +1.0000e+00 +1.0000e+00 +0.0000e+00 +9.0250e-01 +0.0000e+00 +2.6793e-04 +9.9992e-01 +9.7530e-01 +2.3537e-03 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.341088622e+06 +7.341088622e+06 +7.340597092e+06 +7.340597092e+06 +7.1006e-02 +7.4289e-01 +1.5597e-01 +2.6050e-01 +7.8027e-01 +5.7568e-01 +6.2646e-01 +2.2325e-01 +5.1526e-01 +9.1192e-01
3 +4.924748143e+06 +4.924748143e+06 +4.924256613e+06 +4.924256613e+06 +3.3567e-01 +1.2902e-01 +5.7626e-01 +4.5182e-01 +6.1297e-01 +8.7866e-01 +5.0430e-01 +9.6836e-01 +2.7018e-01 +1.1287e-01
5 +3.834260367e+06 +3.834260367e+06 +3.833768837e+06 +3.833768837e+06 +2.3722e-01 +3.7726e-01 +3.4679e-01 +1.5890e-01 +8.7702e-01 +5.5199e-02 +8.8077e-02 +4.4200e-01 +7.5555e-01 +6.9057e-01
87 +2.487029094e+06 +2.487029094e+06 +2.486537564e+06 +2.486537564e+06 +0.0000e+00 +0.0000e+00 +1.0000e+00 +4.2006e-03 +3.8078e-01 +3.0606e-02 +0.0000e+00 +5.8557e-01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043178187e+07 +1.043178187e+07 +1.043161167e+07 +1.043161167e+07 +8.4712e-01 +1.3544e-01 +3.4226e-01 +4.3319e-01 +4.8469e-01 +6.4902e-01 +6.8368e-01 +6.3997e-01 +9.3512e-02 +7.8586e-02
5 +7.801696086e+06 +7.801696086e+06 +7.801525886e+06 +7.801525886e+06 +7.6685e-01 +4.7109e-01 +6.6764e-01 +9.2132e-01 +8.5889e-01 +2.3591e-01 +1.4535e-01 +2.7009e-01 +4.9814e-01 +7.5104e-01
43 +5.614037351e+06 +5.614037351e+06 +5.613867151e+06 +5.613867151e+06 +1.0000e+00 +9.0914e-01 +1.0000e+00 +8.4977e-01 +7.8874e-01 +5.1536e-01 +4.7385e-01 +6.9406e-01 +8.3080e-02 +1.0000e+00
120 +3.947822837e+06 +3.947822837e+06 +3.947652637e+06 +3.947652637e+06 +1.0000e+00 +1.0000e+00 +9.8972e-01 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +9.9341e-01
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
