% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.877872698e+02 +1.877872698e+02 +2.903972698e+02 +2.903972698e+02 +1.8615e-01 +1.7318e-01 +3.0972e-01 +7.4738e-01 +4.4698e-02 +6.8941e-01 +5.3834e-01 +7.0936e-01 +6.3078e-01 +2.5713e-01
6 +1.206181399e+02 +1.206181399e+02 +2.232281399e+02 +2.232281399e+02 +3.8978e-01 +7.2736e-01 +9.9461e-01 +3.9941e-01 +2.6902e-01 +5.3293e-01 +4.9899e-01 +2.4677e-01 +3.0710e-01 +2.1000e-01
448 +9.212881785e+01 +9.212881785e+01 +1.947388179e+02 +1.947388179e+02 +5.0000e-01 +7.1522e-01 +7.5610e-01 +1.6809e-01 +3.5527e-01 +5.0000e-01 +3.3077e-01 +1.7107e-01 +0.0000e+00 +0.0000e+00
4409 +6.153420776e+01 +6.153420776e+01 +1.641442078e+02 +1.641442078e+02 +6.5475e-01 +6.9203e-01 +8.6274e-01 +1.1371e-01 +3.2373e-01 +5.5828e-01 +3.1455e-01 +1.6368e-01 +2.4230e-04 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.539016932e+02 +1.539016932e+02 +2.472016932e+02 +2.472016932e+02 +1.1390e-01 +4.2902e-01 +2.9728e-01 +9.6758e-01 +2.2473e-01 +7.9773e-01 +5.4839e-01 +1.7031e-01 +5.0068e-01 +6.4706e-01
8 +9.211739297e+01 +9.211739297e+01 +1.854173930e+02 +1.854173930e+02 +2.0622e-01 +6.8321e-01 +7.1219e-03 +3.3349e-01 +6.9625e-04 +1.6691e-01 +9.5687e-01 +9.9085e-01 +3.8116e-01 +4.4968e-01
2849 +6.308809375e+01 +6.308809375e+01 +1.563880938e+02 +1.563880938e+02 +2.9407e-01 +7.1876e-01 +1.1458e-02 +3.5295e-01 +6.0779e-04 +2.1009e-01 +9.2119e-01 +9.8717e-01 +4.5175e-01 +4.9659e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.660173788e+02 +1.660173788e+02 +1.796573788e+02 +1.796573788e+02 +6.7230e-01 +5.8961e-01 +9.3772e-03 +4.9983e-02 +1.0886e-01 +9.8390e-01 +5.9077e-01 +4.3375e-01 +9.3274e-01 +8.2099e-01
5 +1.535284301e+02 +1.535284301e+02 +1.671684301e+02 +1.671684301e+02 +9.6699e-01 +7.4569e-01 +2.2585e-01 +3.1768e-01 +3.0476e-01 +1.8966e-01 +3.7354e-01 +7.7438e-01 +2.2302e-01 +5.2249e-01
543 +9.941229636e+01 +9.941229636e+01 +1.130522964e+02 +1.130522964e+02 +4.3898e-01 +5.2238e-01 +5.5471e-01 +6.9600e-01 +3.8788e-01 +1.0055e-01 +7.3836e-01 +9.5829e-01 +8.4387e-02 +8.0093e-01
3362 +6.293190185e+01 +6.293190185e+01 +7.657190185e+01 +7.657190185e+01 +3.4999e-01 +3.6434e-01 +4.9409e-01 +9.2562e-01 +3.8644e-01 +0.0000e+00 +7.2353e-01 +9.8289e-01 +2.6286e-01 +8.4631e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.794307801e+02 +1.794307801e+02 +3.742307801e+02 +3.742307801e+02 +2.7315e-01 +2.6183e-01 +4.7037e-01 +5.0893e-01 +3.8701e-02 +5.2153e-01 +5.5392e-01 +3.1751e-01 +1.0833e-01 +8.9943e-01
5 +1.441049377e+02 +1.441049377e+02 +3.389049377e+02 +3.389049377e+02 +6.7432e-01 +8.3880e-01 +6.0825e-01 +8.7474e-01 +9.5961e-01 +3.1552e-01 +5.1685e-01 +6.3497e-01 +6.2828e-01 +1.3843e-01
207 +8.766242698e+01 +8.766242698e+01 +2.824624270e+02 +2.824624270e+02 +6.6116e-01 +3.3521e-01 +5.1707e-01 +3.1103e-02 +9.0202e-01 +3.0843e-01 +6.7419e-02 +1.9257e-02 +9.5000e-01 +5.8086e-01
3634 +6.276669102e+01 +6.276669102e+01 +2.575666910e+02 +2.575666910e+02 +1.6967e-01 +3.7847e-01 +8.5570e-01 +9.9753e-01 +9.9935e-01 +0.0000e+00 +6.9381e-02 +4.2348e-01 +7.9197e-01 +7.3407e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.699427525e+02 +1.699427525e+02 +3.635275248e+01 +3.635275248e+01 +4.3037e-01 +5.7912e-01 +1.1071e-01 +8.6895e-01 +7.0369e-01 +7.1143e-01 +3.5065e-02 +6.7180e-01 +9.1674e-01 +6.1627e-01
