% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.395001464e+03 +3.395001464e+03 +3.518831464e+03 +3.518831464e+03
6 +2.417016916e+03 +2.417016916e+03 +2.540846916e+03 +2.540846916e+03
47 +1.540608721e+03 +1.540608721e+03 +1.664438721e+03 +1.664438721e+03
165 +8.198097759e+02 +8.198097759e+02 +9.436397759e+02 +9.436397759e+02
266 +6.157141352e+02 +6.157141352e+02 +7.395441352e+02 +7.395441352e+02
570 +3.957775373e+02 +3.957775373e+02 +5.196075373e+02 +5.196075373e+02
1339 +2.488934149e+02 +2.488934149e+02 +3.727234149e+02 +3.727234149e+02
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.999535801e+03 +1.999535801e+03 +2.047045801e+03 +2.047045801e+03
48 +1.556493711e+03 +1.556493711e+03 +1.604003711e+03 +1.604003711e+03
144 +9.381196312e+02 +9.381196312e+02 +9.856296312e+02 +9.856296312e+02
248 +6.051468865e+02 +6.051468865e+02 +6.526568865e+02 +6.526568865e+02
461 +3.558568296e+02 +3.558568296e+02 +4.033668296e+02 +4.033668296e+02
1349 +2.482619965e+02 +2.482619965e+02 +2.957719965e+02 +2.957719965e+02
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.623673109e+03 +2.623673109e+03 +2.679013109e+03 +2.679013109e+03
2 +1.859909797e+03 +1.859909797e+03 +1.915249797e+03 +1.915249797e+03
21 +1.402394659e+03 +1.402394659e+03 +1.457734659e+03 +1.457734659e+03
158 +9.639162792e+02 +9.639162792e+02 +1.019256279e+03 +1.019256279e+03
362 +6.166494792e+02 +6.166494792e+02 +6.719894792e+02 +6.719894792e+02
1013 +3.932283357e+02 +3.932283357e+02 +4.485683357e+02 +4.485683357e+02
3974 +2.508592292e+02 +2.508592292e+02 +3.061992292e+02 +3.061992292e+02
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.298683933e+03 +2.298683933e+03 +2.208353933e+03 +2.208353933e+03
33 +1.383055580e+03 +1.383055580e+03 +1.292725580e+03 +1.292725580e+03
109 +9.367550577e+02 +9.367550577e+02 +8.464250577e+02 +8.464250577e+02
201 +5.692005064e+02 +5.692005064e+02 +4.788705064e+02 +4.788705064e+02
424 +3.391520368e+02 +3.391520368e+02 +2.488220368e+02 +2.488220368e+02
765 +2.452975698e+02 +2.452975698e+02 +1.549675698e+02 +1.549675698e+02
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.314110773e+03 +3.314110773e+03 +3.379720773e+03 +3.379720773e+03
6 +2.110214987e+03 +2.110214987e+03 +2.175824987e+03 +2.175824987e+03
8 +1.431362237e+03 +1.431362237e+03 +1.496972237e+03 +1.496972237e+03
92 +9.916571598e+02 +9.916571598e+02 +1.057267160e+03 +1.057267160e+03
306 +6.281236809e+02 +6.281236809e+02 +6.937336809e+02 +6.937336809e+02
566 +3.932892791e+02 +3.932892791e+02 +4.588992791e+02 +4.588992791e+02
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.380308306e+03 +2.380308306e+03 +2.364948306e+03 +2.364948306e+03
65 +1.574279436e+03 +1.574279436e+03 +1.558919436e+03 +1.558919436e+03
134 +9.530624680e+02 +9.530624680e+02 +9.377024680e+02 +9.377024680e+02
328 +6.174478334e+02 +6.174478334e+02 +6.020878334e+02 +6.020878334e+02
600 +3.973237088e+02 +3.973237088e+02 +3.819637088e+02 +3.819637088e+02
2253 +2.509721720e+02 +2.509721720e+02 +2.356121720e+02 +2.356121720e+02
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.964441267e+03 +7.964441267e+03 +7.951261267e+03 +7.951261267e+03
2 +6.146793478e+03 +6.146793478e+03 +6.133613478e+03 +6.133613478e+03
3 +2.607717903e+03 +2.607717903e+03 +2.594537903e+03 +2.594537903e+03
33 +2.132147194e+03 +2.132147194e+03 +2.118967194e+03 +2.118967194e+03
96 +1.363683803e+03 +1.363683803e+03 +1.350503803e+03 +1.350503803e+03
202 +7.949987513e+02 +7.949987513e+02 +7.818187513e+02 +7.818187513e+02
301 +6.023947589e+02 +6.023947589e+02 +5.892147589e+02 +5.892147589e+02
446 +3.948006630e+02 +3.948006630e+02 +3.816206630e+02 +3.816206630e+02
1871 +2.510230470e+02 +2.510230470e+02 +2.378430470e+02 +2.378430470e+02
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.279579129e+03 +4.279579129e+03 +4.219059129e+03 +4.219059129e+03
3 +3.806833101e+03 +3.806833101e+03 +3.746313101e+03 +3.746313101e+03
61 +2.460702474e+03 +2.460702474e+03 +2.400182474e+03 +2.400182474e+03
135 +1.398177936e+03 +1.398177936e+03 +1.337657936e+03 +1.337657936e+03
251 +8.952061455e+02 +8.952061455e+02 +8.346861455e+02 +8.346861455e+02
408 +6.202516409e+02 +6.202516409e+02 +5.597316409e+02 +5.597316409e+02
829 +3.976096254e+02 +3.976096254e+02 +3.370896254e+02 +3.370896254e+02
8777 +2.511636309e+02 +2.511636309e+02 +1.906436309e+02 +1.906436309e+02
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.703312022e+03 +3.703312022e+03 +3.887712022e+03 +3.887712022e+03
23 +2.177314553e+03 +2.177314553e+03 +2.361714553e+03 +2.361714553e+03
87 +1.541616546e+03 +1.541616546e+03 +1.726016546e+03 +1.726016546e+03
205 +8.907205408e+02 +8.907205408e+02 +1.075120541e+03 +1.075120541e+03
333 +6.238137993e+02 +6.238137993e+02 +8.082137993e+02 +8.082137993e+02
618 +3.924398004e+02 +3.924398004e+02 +5.768398004e+02 +5.768398004e+02
1826 +2.510197725e+02 +2.510197725e+02 +4.354197725e+02 +4.354197725e+02
% function evaluation | noise-free fitness - Fopt (2.277700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.379814676e+03 +2.379814676e+03 +2.607584676e+03 +2.607584676e+03
23 +1.478462045e+03 +1.478462045e+03 +1.706232045e+03 +1.706232045e+03
99 +9.513640464e+02 +9.513640464e+02 +1.179134046e+03 +1.179134046e+03
236 +5.688451490e+02 +5.688451490e+02 +7.966151490e+02 +7.966151490e+02
551 +3.934139914e+02 +3.934139914e+02 +6.211839914e+02 +6.211839914e+02
1854 +2.493770828e+02 +2.493770828e+02 +4.771470828e+02 +4.771470828e+02
% function evaluation | noise-free fitness - Fopt (9.640000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.138833140e+03 +6.138833140e+03 +6.235233140e+03 +6.235233140e+03
4 +3.930018798e+03 +3.930018798e+03 +4.026418798e+03 +4.026418798e+03
69 +2.445484203e+03 +2.445484203e+03 +2.541884203e+03 +2.541884203e+03
129 +1.564058153e+03 +1.564058153e+03 +1.660458153e+03 +1.660458153e+03
