% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.349503353e+02 +5.349503353e+02 +6.278903353e+02 +6.278903353e+02 +3.9284e-01 +8.2947e-01 +8.6570e-01 +1.9462e-01 +1.7733e-01 +4.8543e-01 +1.7369e-02 +8.4314e-01 +3.0159e-01 +2.4449e-02
9 +3.977979802e+02 +3.977979802e+02 +4.907379802e+02 +4.907379802e+02 +6.8140e-01 +2.1942e-02 +4.4403e-01 +7.1641e-01 +8.2459e-01 +9.6177e-01 +3.6595e-01 +1.7376e-01 +7.3847e-01 +3.7614e-01
148 +2.367373608e+02 +2.367373608e+02 +3.296773608e+02 +3.296773608e+02 +1.0000e+00 +6.4980e-01 +1.6510e-01 +1.0000e+00 +1.0000e+00 +9.7665e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +3.6842e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.373318243e+02 +3.373318243e+02 +3.726818243e+02 +3.726818243e+02 +4.1914e-01 +2.4158e-01 +5.9208e-01 +8.5719e-02 +7.4392e-01 +2.6716e-01 +5.2111e-01 +3.8784e-01 +6.6104e-01 +7.2229e-01
8 +2.144342948e+02 +2.144342948e+02 +2.497842948e+02 +2.497842948e+02 +9.0363e-01 +8.6317e-01 +9.0861e-02 +9.1235e-01 +3.4229e-01 +1.6247e-01 +4.3562e-01 +3.2456e-01 +8.1982e-01 +3.6165e-01
90 +1.584394398e+02 +1.584394398e+02 +1.937894398e+02 +1.937894398e+02 +1.0000e+00 +1.0000e+00 +8.2630e-01 +1.0000e+00 +7.2376e-01 +0.0000e+00 +7.6699e-01 +1.7161e-01 +4.0296e-01 +9.3604e-01
469 +9.872666633e+01 +9.872666633e+01 +1.340766663e+02 +1.340766663e+02 +1.0000e+00 +9.9976e-01 +8.9229e-01 +9.8997e-01 +4.8610e-01 +2.3708e-02 +3.5103e-01 +9.5570e-01 +9.4981e-01 +6.3549e-02
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.103304642e+02 +2.103304642e+02 +2.141504642e+02 +2.141504642e+02 +3.2265e-01 +3.3730e-01 +4.4135e-01 +8.0999e-01 +1.4530e-01 +6.2250e-01 +1.3129e-01 +4.6528e-01 +2.8054e-01 +4.8046e-01
13 +1.535084319e+02 +1.535084319e+02 +1.573284319e+02 +1.573284319e+02 +9.6220e-01 +3.9288e-01 +9.2196e-01 +4.2423e-01 +4.8661e-01 +6.1949e-01 +1.6587e-01 +9.0076e-02 +3.2491e-01 +4.1381e-01
339 +9.773799695e+01 +9.773799695e+01 +1.015579969e+02 +1.015579969e+02 +1.0000e+00 +3.2023e-02 +7.4474e-01 +1.5709e-01 +7.2564e-01 +9.9559e-01 +1.0000e+00 +1.6079e-02 +1.0000e+00 +9.6451e-01
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.640228437e+02 +2.640228437e+02 +2.857728437e+02 +2.857728437e+02 +3.0857e-01 +1.4985e-01 +6.8929e-01 +6.7309e-02 +2.6035e-01 +4.5110e-01 +9.1855e-01 +3.9124e-01 +7.6438e-01 +6.8431e-01
4 +2.457697366e+02 +2.457697366e+02 +2.675197366e+02 +2.675197366e+02 +9.9407e-01 +7.7786e-01 +4.7103e-01 +9.3104e-02 +8.6828e-01 +4.1470e-01 +9.1549e-01 +5.6843e-02 +9.9226e-01 +6.3215e-01
172 +1.558707879e+02 +1.558707879e+02 +1.776207879e+02 +1.776207879e+02 +1.7100e-01 +0.0000e+00 +0.0000e+00 +9.9993e-01 +0.0000e+00 +2.3176e-01 +7.0015e-01 +9.4202e-01 +1.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.943004433e+02 +3.943004433e+02 +4.590904433e+02 +4.590904433e+02 +5.0747e-01 +5.2572e-02 +3.9961e-01 +5.6049e-01 +9.2285e-01 +4.6023e-01 +9.2346e-01 +4.8652e-02 +8.0534e-02 +1.7829e-01
45 +2.319904902e+02 +2.319904902e+02 +2.967804902e+02 +2.967804902e+02 +2.3611e-01 +7.9201e-01 +8.5578e-01 +8.1797e-01 +1.0000e+00 +1.8367e-01 +6.3324e-03 +4.0290e-01 +4.9543e-01 +8.5188e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.510517439e+02 +1.510517439e+02 -8.489482561e+02 -8.489482561e+02 +2.6327e-02 +2.1578e-01 +7.5147e-01 +7.4847e-01 +8.5978e-01 +8.8351e-01 +8.9549e-01 +1.8343e-01 +1.0795e-01 +8.5697e-01
538 +9.576337554e+01 +9.576337554e+01 -9.042366245e+02 -9.042366245e+02 +0.0000e+00 +1.4705e-01 +9.3831e-01 +3.4890e-01 +9.9510e-01 +1.0000e+00 +8.6387e-01 +4.3302e-01 +4.9795e-02 +2.6039e-01
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
