% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.441518718e+02 +2.441518718e+02 +1.244151872e+03 +1.244151872e+03 +6.0235e-01 +7.3511e-01 +8.3257e-01 +3.7170e-01 +6.5441e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.436123529e+02 +2.436123529e+02 +3.136423529e+02 +3.136423529e+02 +4.8119e-01 +3.6334e-01 +4.0062e-01 +6.0019e-01 +9.3124e-01
63 +1.421420674e+02 +1.421420674e+02 +2.121720674e+02 +2.121720674e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.894960030e+02 +1.894960030e+02 +1.412760030e+02 +1.412760030e+02 +7.7038e-01 +7.4912e-01 +3.5044e-01 +1.8468e-01 +3.8149e-01
5 +1.565704554e+02 +1.565704554e+02 +1.083504554e+02 +1.083504554e+02 +3.3157e-01 +1.7818e-01 +7.8270e-02 +5.1737e-01 +5.9768e-01
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.727573262e+02 +1.727573262e+02 +1.982273262e+02 +1.982273262e+02 +5.7487e-01 +4.2444e-01 +3.9497e-01 +1.0653e-01 +1.0417e-01
5 +1.578843834e+02 +1.578843834e+02 +1.833543834e+02 +1.833543834e+02 +4.5099e-01 +2.5521e-01 +4.8251e-01 +9.2461e-02 +6.7927e-01
417 +9.987764077e+01 +9.987764077e+01 +1.253476408e+02 +1.253476408e+02 +5.8194e-02 +0.0000e+00 +3.0410e-02 +1.4567e-01 +2.3028e-01
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.844032084e+01 +6.844032084e+01 -3.236967916e+01 -3.236967916e+01 +2.7868e-01 +5.9564e-01 +9.4022e-01 +9.2779e-01 +7.0740e-01
6 +4.681526541e+01 +4.681526541e+01 -5.399473459e+01 -5.399473459e+01 +3.7197e-01 +9.4601e-01 +3.6010e-02 +7.9330e-01 +3.4197e-01
20 +3.920995034e+01 +3.920995034e+01 -6.160004966e+01 -6.160004966e+01 +9.1607e-01 +3.8184e-01 +5.6896e-01 +7.8606e-01 +6.2211e-01
176 +2.211585245e+01 +2.211585245e+01 -7.869414755e+01 -7.869414755e+01 +8.2167e-01 +7.2573e-01 +8.6428e-01 +6.6799e-04 +7.1461e-01
311 +1.581730147e+01 +1.581730147e+01 -8.499269853e+01 -8.499269853e+01 +6.3332e-01 +9.2522e-01 +1.0000e+00 +4.7196e-03 +8.4039e-01
% function evaluation | noise-free fitness - Fopt (4.017300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.183576243e+02 +2.183576243e+02 +6.200876243e+02 +6.200876243e+02 +9.3330e-01 +8.9976e-02 +4.6086e-01 +7.5607e-01 +5.2438e-02
2 +1.548498427e+02 +1.548498427e+02 +5.565798427e+02 +5.565798427e+02 +2.3755e-02 +4.2154e-01 +7.5079e-01 +9.5793e-01 +7.6991e-01
% function evaluation | noise-free fitness - Fopt (-9.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.429470093e+02 +1.429470093e+02 +4.719700932e+01 +4.719700932e+01 +4.2200e-01 +3.5635e-01 +7.2095e-01 +7.9048e-02 +1.1213e-01
27 +9.203581867e+01 +9.203581867e+01 -3.714181332e+00 -3.714181332e+00 +9.8690e-01 +6.1785e-01 +9.8506e-03 +4.2576e-01 +7.5686e-01
203 +5.992151999e+01 +5.992151999e+01 -3.582848001e+01 -3.582848001e+01 +8.8860e-01 +8.7792e-01 +0.0000e+00 +7.8234e-01 +4.7690e-01
% function evaluation | noise-free fitness - Fopt (-9.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.265997965e+02 +2.265997965e+02 +1.352397965e+02 +1.352397965e+02 +5.4821e-01 +3.6033e-01 +3.2168e-01 +8.6845e-01 +8.0500e-01
18 +1.565519972e+02 +1.565519972e+02 +6.519199717e+01 +6.519199717e+01 +7.7032e-01 +6.6958e-01 +4.8576e-02 +4.7472e-01 +3.8150e-01
91 +9.995856072e+01 +9.995856072e+01 +8.598560720e+00 +8.598560720e+00 +0.0000e+00 +1.0000e+00 +8.6752e-01 +1.0000e+00 +3.7433e-03
% function evaluation | noise-free fitness - Fopt (2.315300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.038642328e+02 +2.038642328e+02 +4.353942328e+02 +4.353942328e+02 +6.7231e-01 +6.6731e-01 +4.8237e-01 +2.1226e-01 +4.8204e-02
4 +1.571289389e+02 +1.571289389e+02 +3.886589389e+02 +3.886589389e+02 +5.3606e-01 +6.8485e-01 +3.8296e-01 +2.3826e-01 +6.9633e-01
90 +8.659593914e+01 +8.659593914e+01 +3.181259391e+02 +3.181259391e+02 +1.8353e-01 +8.9413e-02 +8.4594e-01 +2.3293e-01 +8.3463e-01
% function evaluation | noise-free fitness - Fopt (-1.397700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.444594878e+02 +1.444594878e+02 +4.689487825e+00 +4.689487825e+00 +8.6947e-01 +7.4261e-01 +4.2414e-02 +4.2138e-01 +5.7813e-01
45 +7.535892249e+01 +7.535892249e+01 -6.441107751e+01 -6.441107751e+01 +0.0000e+00 +7.0393e-01 +0.0000e+00 +1.0000e+00 +2.3642e-01
% function evaluation | noise-free fitness - Fopt (9.830000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.542083358e+01 +8.542083358e+01 +9.525083358e+01 +9.525083358e+01 +8.4200e-01 +2.3336e-01 +2.4217e-01 +7.5618e-03 +3.9066e-01
30 +5.191818783e+01 +5.191818783e+01 +6.174818783e+01 +6.174818783e+01 +7.4563e-01 +8.2369e-01 +7.8747e-01 +6.7798e-01 +6.7150e-01
131 +3.663594415e+01 +3.663594415e+01 +4.646594415e+01 +4.646594415e+01 +5.0000e-01 +8.6581e-01 +8.7856e-01 +6.3833e-01 +7.2256e-01
% function evaluation | noise-free fitness - Fopt (6.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.741967112e+02 +1.741967112e+02 +2.414067112e+02 +2.414067112e+02 +8.6773e-01 +1.4840e-01 +8.0905e-02 +1.0424e-01 +4.0940e-01
88 +1.340559427e+02 +1.340559427e+02 +2.012659427e+02 +2.012659427e+02 +9.9132e-01 +0.0000e+00 +6.5350e-01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.296000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.307078695e+01 +7.307078695e+01 +2.011078695e+01 +2.011078695e+01 +7.7897e-01 +4.6029e-02 +3.1603e-01 +5.5396e-02 +4.9401e-01
8 +5.856425807e+01 +5.856425807e+01 +5.604258070e+00 +5.604258070e+00 +8.9177e-01 +3.4478e-01 +9.8475e-01 +1.8149e-02 +4.4364e-01
263 +3.765142293e+01 +3.765142293e+01 -1.530857707e+01 -1.530857707e+01 +7.2381e-01 +1.0704e-01 +8.7767e-01 +1.5584e-01 +7.8382e-01
% function evaluation | noise-free fitness - Fopt (8.806000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.399673635e+02 +2.399673635e+02 +3.280273635e+02 +3.280273635e+02 +1.1064e-01 +8.4995e-02 +7.8066e-01 +8.5944e-01 +3.4784e-01
10 +1.574313648e+02 +1.574313648e+02 +2.454913648e+02 +2.454913648e+02 +4.6359e-02 +2.3719e-01 +1.9793e-01 +8.0698e-02 +2.8436e-02
% function evaluation | noise-free fitness - Fopt (7.853000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
