% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.041215601e+03 +2.041215601e+03 +3.041215601e+03 +3.041215601e+03
102 +1.582543302e+03 +1.582543302e+03 +2.582543302e+03 +2.582543302e+03
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.960105688e+03 +1.960105688e+03 +2.030135688e+03 +2.030135688e+03
81 +1.576487497e+03 +1.576487497e+03 +1.646517497e+03 +1.646517497e+03
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.320614902e+03 +1.320614902e+03 +1.272394902e+03 +1.272394902e+03
252 +9.950338014e+02 +9.950338014e+02 +9.468138014e+02 +9.468138014e+02
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.125532563e+03 +2.125532563e+03 +2.151002563e+03 +2.151002563e+03
96 +1.581773480e+03 +1.581773480e+03 +1.607243480e+03 +1.607243480e+03
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.219192411e+03 +1.219192411e+03 +1.118382411e+03 +1.118382411e+03
24 +9.956209410e+02 +9.956209410e+02 +8.948109410e+02 +8.948109410e+02
% function evaluation | noise-free fitness - Fopt (4.017300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.231460557e+03 +1.231460557e+03 +1.633190557e+03 +1.633190557e+03
132 +9.044671391e+02 +9.044671391e+02 +1.306197139e+03 +1.306197139e+03
% function evaluation | noise-free fitness - Fopt (-9.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.244220389e+03 +1.244220389e+03 +1.148470389e+03 +1.148470389e+03
162 +9.834816346e+02 +9.834816346e+02 +8.877316346e+02 +8.877316346e+02
% function evaluation | noise-free fitness - Fopt (-9.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.924404307e+03 +1.924404307e+03 +1.833044307e+03 +1.833044307e+03
28 +1.561032791e+03 +1.561032791e+03 +1.469672791e+03 +1.469672791e+03
3062 +9.990251864e+02 +9.990251864e+02 +9.076651864e+02 +9.076651864e+02
% function evaluation | noise-free fitness - Fopt (2.315300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.508948419e+03 +3.508948419e+03 +3.740478419e+03 +3.740478419e+03
107 +2.497024095e+03 +2.497024095e+03 +2.728554095e+03 +2.728554095e+03
% function evaluation | noise-free fitness - Fopt (-1.397700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.819134857e+03 +1.819134857e+03 +1.679364857e+03 +1.679364857e+03
45 +1.577693751e+03 +1.577693751e+03 +1.437923751e+03 +1.437923751e+03
% function evaluation | noise-free fitness - Fopt (9.830000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.596722309e+03 +1.596722309e+03 +1.606552309e+03 +1.606552309e+03
8 +1.571116567e+03 +1.571116567e+03 +1.580946567e+03 +1.580946567e+03
% function evaluation | noise-free fitness - Fopt (6.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.480316694e+03 +1.480316694e+03 +1.547526694e+03 +1.547526694e+03
224 +9.868953994e+02 +9.868953994e+02 +1.054105399e+03 +1.054105399e+03
% function evaluation | noise-free fitness - Fopt (-5.296000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.236697550e+03 +1.236697550e+03 +1.183737550e+03 +1.183737550e+03
92 +9.935693579e+02 +9.935693579e+02 +9.406093579e+02 +9.406093579e+02
% function evaluation | noise-free fitness - Fopt (8.806000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.530957611e+03 +2.530957611e+03 +2.619017611e+03 +2.619017611e+03
2 +2.422282904e+03 +2.422282904e+03 +2.510342904e+03 +2.510342904e+03
217 +1.554591695e+03 +1.554591695e+03 +1.642651695e+03 +1.642651695e+03
% function evaluation | noise-free fitness - Fopt (7.853000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.115816195e+03 +2.115816195e+03 +2.194346195e+03 +2.194346195e+03
94 +1.554622880e+03 +1.554622880e+03 +1.633152880e+03 +1.633152880e+03
