% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.198511090e+06 +7.198511090e+06 +7.198587360e+06 +7.198587360e+06 +2.1196e-01 +6.9561e-01 +9.8504e-01 +4.3467e-02 +4.1078e-01
8 +5.206764675e+06 +5.206764675e+06 +5.206840945e+06 +5.206840945e+06 +7.3725e-01 +1.2893e-01 +8.1229e-01 +1.5860e-02 +3.2177e-01
57 +3.887190671e+06 +3.887190671e+06 +3.887266941e+06 +3.887266941e+06 +0.0000e+00 +0.0000e+00 +9.1942e-01 +0.0000e+00 +7.7355e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.158925683e+06 +1.158925683e+06 +1.158903133e+06 +1.158903133e+06 +3.2607e-01 +4.5864e-01 +3.6969e-02 +5.9356e-01 +2.7093e-02
2 +6.333011283e+05 +6.333011283e+05 +6.332785783e+05 +6.332785783e+05 +7.8863e-01 +3.2044e-01 +3.5610e-01 +3.5288e-01 +3.7781e-01
4 +5.637002365e+05 +5.637002365e+05 +5.636776865e+05 +5.636776865e+05 +7.5963e-01 +7.8401e-01 +1.9385e-01 +4.7512e-01 +2.2776e-01
5 +3.432324622e+05 +3.432324622e+05 +3.432099122e+05 +3.432099122e+05 +8.4105e-01 +5.4223e-01 +7.9838e-01 +9.0382e-01 +5.8666e-01
43 +2.166180901e+05 +2.166180901e+05 +2.165955401e+05 +2.165955401e+05 +9.0367e-01 +9.2487e-01 +8.3187e-01 +8.3850e-01 +3.9208e-01
44 +9.008202379e+04 +9.008202379e+04 +9.005947379e+04 +9.005947379e+04 +9.7975e-01 +9.8983e-01 +8.7226e-01 +1.0000e+00 +2.8161e-01
63 +2.396226434e+04 +2.396226434e+04 +2.393971434e+04 +2.393971434e+04 +1.0000e+00 +1.0000e+00 +1.0000e+00 +7.9749e-01 +7.1514e-02
83 +9.918701072e+03 +9.918701072e+03 +9.896151072e+03 +9.896151072e+03 +1.0000e+00 +9.8296e-01 +1.0000e+00 +8.1730e-01 +0.0000e+00
84 +5.258738630e+03 +5.258738630e+03 +5.236188630e+03 +5.236188630e+03 +1.0000e+00 +9.8488e-01 +1.0000e+00 +9.4707e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.101842966e+06 +3.101842966e+06 +3.101856626e+06 +3.101856626e+06 +4.6416e-01 +9.6709e-01 +7.2008e-02 +2.9785e-01 +4.0537e-01
2 +2.461063461e+06 +2.461063461e+06 +2.461077121e+06 +2.461077121e+06 +1.3025e-01 +9.9267e-01 +1.7684e-01 +3.3708e-01 +2.9164e-01
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.432231335e+04 +9.432231335e+04 +9.526015335e+04 +9.526015335e+04 +7.5433e-01 +4.7485e-01 +6.4304e-01 +5.6364e-01 +1.4513e-01
2 +1.256479414e+04 +1.256479414e+04 +1.350263414e+04 +1.350263414e+04 +4.3228e-01 +3.8424e-01 +7.2192e-01 +4.3231e-01 +2.1922e-01
5 +2.053847174e+03 +2.053847174e+03 +2.991687174e+03 +2.991687174e+03 +2.9345e-01 +6.9336e-01 +2.3207e-01 +7.0375e-01 +1.4884e-01
6 +1.111081813e+03 +1.111081813e+03 +2.048921813e+03 +2.048921813e+03 +3.1092e-01 +1.3453e-01 +6.9893e-02 +5.3759e-01 +4.2218e-02
46 +2.733319786e+02 +2.733319786e+02 +1.211171979e+03 +1.211171979e+03 +2.7910e-01 +8.2961e-01 +9.8384e-02 +6.7909e-01 +2.1032e-01
