% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.729688298e+01 +9.729688298e+01 +1.686468830e+02 +1.686468830e+02
4 +6.109762123e+01 +6.109762123e+01 +1.324476212e+02 +1.324476212e+02
143 +3.794336078e+01 +3.794336078e+01 +1.092933608e+02 +1.092933608e+02
1227 +2.450366712e+01 +2.450366712e+01 +9.585366712e+01 +9.585366712e+01
5128 +1.581009686e+01 +1.581009686e+01 +8.716009686e+01 +8.716009686e+01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.770968047e+01 +6.770968047e+01 -2.875103195e+02 -2.875103195e+02
10 +5.964318681e+01 +5.964318681e+01 -2.955768132e+02 -2.955768132e+02
431 +3.962369174e+01 +3.962369174e+01 -3.155963083e+02 -3.155963083e+02
1337 +2.489743321e+01 +2.489743321e+01 -3.303225668e+02 -3.303225668e+02
5556 +1.576305508e+01 +1.576305508e+01 -3.394569449e+02 -3.394569449e+02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.551979818e+01 +6.551979818e+01 +1.646897982e+02 +1.646897982e+02
65 +6.296847966e+01 +6.296847966e+01 +1.621384797e+02 +1.621384797e+02
182 +3.603739667e+01 +3.603739667e+01 +1.352073967e+02 +1.352073967e+02
1014 +2.504524107e+01 +2.504524107e+01 +1.242152411e+02 +1.242152411e+02
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.989823054e+01 +4.989823054e+01 -4.680117695e+02 -4.680117695e+02
81 +3.960349723e+01 +3.960349723e+01 -4.783065028e+02 -4.783065028e+02
242 +2.496173865e+01 +2.496173865e+01 -4.929482614e+02 -4.929482614e+02
1309 +1.463953102e+01 +1.463953102e+01 -5.032704690e+02 -5.032704690e+02
3929 +9.968386395e+00 +9.968386395e+00 -5.079416136e+02 -5.079416136e+02
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.658011339e+01 +6.658011339e+01 +9.370113392e+00 +9.370113392e+00
3 +6.198281883e+01 +6.198281883e+01 +4.772818830e+00 +4.772818830e+00
107 +3.834104512e+01 +3.834104512e+01 -1.886895488e+01 -1.886895488e+01
1116 +2.488596109e+01 +2.488596109e+01 -3.232403891e+01 -3.232403891e+01
% function evaluation | noise-free fitness - Fopt (6.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.304586040e+01 +8.304586040e+01 +8.981586040e+01 +8.981586040e+01
30 +5.582864409e+01 +5.582864409e+01 +6.259864409e+01 +6.259864409e+01
119 +3.696911409e+01 +3.696911409e+01 +4.373911409e+01 +4.373911409e+01
1030 +2.413714488e+01 +2.413714488e+01 +3.090714488e+01 +3.090714488e+01
3851 +1.577721351e+01 +1.577721351e+01 +2.254721351e+01 +2.254721351e+01
% function evaluation | noise-free fitness - Fopt (-1.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.241609196e+02 +1.241609196e+02 +1.133809196e+02 +1.133809196e+02
2 +8.760772526e+01 +8.760772526e+01 +7.682772526e+01 +7.682772526e+01
30 +5.129849214e+01 +5.129849214e+01 +4.051849214e+01 +4.051849214e+01
588 +3.805314671e+01 +3.805314671e+01 +2.727314671e+01 +2.727314671e+01
% function evaluation | noise-free fitness - Fopt (-1.645900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.212639644e+01 +7.212639644e+01 -9.246360356e+01 -9.246360356e+01
12 +6.128759650e+01 +6.128759650e+01 -1.033024035e+02 -1.033024035e+02
149 +3.851205453e+01 +3.851205453e+01 -1.260779455e+02 -1.260779455e+02
1600 +2.447580131e+01 +2.447580131e+01 -1.401141987e+02 -1.401141987e+02
% function evaluation | noise-free fitness - Fopt (-1.429800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.719644028e+01 +8.719644028e+01 -5.578355972e+01 -5.578355972e+01
10 +5.815030743e+01 +5.815030743e+01 -8.482969257e+01 -8.482969257e+01
154 +3.563847751e+01 +3.563847751e+01 -1.073415225e+02 -1.073415225e+02
517 +2.477166969e+01 +2.477166969e+01 -1.182083303e+02 -1.182083303e+02
4535 +1.581826764e+01 +1.581826764e+01 -1.271617324e+02 -1.271617324e+02
% function evaluation | noise-free fitness - Fopt (2.468600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.993712229e+01 +6.993712229e+01 +3.167971223e+02 +3.167971223e+02
21 +6.177589282e+01 +6.177589282e+01 +3.086358928e+02 +3.086358928e+02
81 +3.524495675e+01 +3.524495675e+01 +2.821049567e+02 +2.821049567e+02
868 +2.477751953e+01 +2.477751953e+01 +2.716375195e+02 +2.716375195e+02
% function evaluation | noise-free fitness - Fopt (1.392300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.335213304e+01 +6.335213304e+01 +2.025821330e+02 +2.025821330e+02
2 +5.946081764e+01 +5.946081764e+01 +1.986908176e+02 +1.986908176e+02
214 +3.686719369e+01 +3.686719369e+01 +1.760971937e+02 +1.760971937e+02
511 +2.500469569e+01 +2.500469569e+01 +1.642346957e+02 +1.642346957e+02
3478 +1.572684250e+01 +1.572684250e+01 +1.549568425e+02 +1.549568425e+02
% function evaluation | noise-free fitness - Fopt (-1.838000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.558302334e+01 +9.558302334e+01 +7.720302334e+01 +7.720302334e+01
4 +6.226266753e+01 +6.226266753e+01 +4.388266753e+01 +4.388266753e+01
153 +3.588803199e+01 +3.588803199e+01 +1.750803199e+01 +1.750803199e+01
2733 +2.501440270e+01 +2.501440270e+01 +6.634402705e+00 +6.634402705e+00
% function evaluation | noise-free fitness - Fopt (-3.928400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.686927966e+01 +6.686927966e+01 -3.259707203e+02 -3.259707203e+02
10 +6.119484234e+01 +6.119484234e+01 -3.316451577e+02 -3.316451577e+02
153 +3.591204602e+01 +3.591204602e+01 -3.569279540e+02 -3.569279540e+02
525 +2.266241742e+01 +2.266241742e+01 -3.701775826e+02 -3.701775826e+02
3800 +1.570967379e+01 +1.570967379e+01 -3.771303262e+02 -3.771303262e+02
% function evaluation | noise-free fitness - Fopt (2.292200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
